Time,Open,Close,High,Low,Volume
2017-08-20 22:00:00,294.25000000,294.25000000,294.25000000,294.25000000,3.90000000
2017-08-20 21:00:00,296.39000000,293.41000000,296.39000000,292.28000000,6.09547000
2017-08-20 20:00:00,295.00000000,296.92000000,296.92000000,294.29000000,57.35344000
2017-08-20 19:00:00,292.59000000,295.00000000,295.51000000,292.59000000,51.53645000
2017-08-20 18:00:00,295.97000000,295.51000000,296.89000000,293.43000000,24.83550000
2017-08-20 17:00:00,292.59000000,295.96000000,295.96000000,292.59000000,4.86604000
2017-08-20 16:00:00,293.02000000,295.98000000,295.98000000,282.85000000,159.52169000
2017-08-20 15:00:00,293.10000000,292.08000000,295.56000000,287.87000000,167.69750000
2017-08-20 14:00:00,292.17000000,293.12000000,293.15000000,289.00000000,35.00818000
2017-08-20 13:00:00,285.39000000,292.17000000,293.15000000,285.39000000,42.89756000
2017-08-20 12:00:00,287.97000000,288.30000000,288.31000000,287.97000000,6.65904000
2017-08-20 11:00:00,292.42000000,292.41000000,292.42000000,289.47000000,3.00820000
2017-08-20 10:00:00,289.94000000,292.42000000,292.42000000,287.66000000,32.59927000
2017-08-20 09:00:00,287.40000000,289.94000000,290.87000000,285.96000000,17.24852000
2017-08-20 08:00:00,289.41000000,287.00000000,292.42000000,286.91000000,15.54493000
2017-08-20 07:00:00,290.91000000,290.91000000,290.91000000,290.91000000,0.00000000
2017-08-20 06:00:00,293.25000000,290.91000000,294.90000000,290.91000000,35.15864000
2017-08-20 05:00:00,289.90000000,293.25000000,293.25000000,289.90000000,25.03040000
2017-08-20 04:00:00,290.60000000,290.31000000,291.85000000,288.80000000,13.80734000
2017-08-20 03:00:00,292.64000000,293.31000000,293.38000000,291.99000000,13.16832000
2017-08-20 02:00:00,294.33000000,295.00000000,295.00000000,288.95000000,41.13882000
2017-08-20 01:00:00,286.19000000,293.15000000,293.15000000,284.16000000,11.12991000
2017-08-20 00:00:00,288.64000000,286.14000000,290.16000000,286.12000000,61.94884000
2017-08-19 23:00:00,283.88000000,288.64000000,288.64000000,283.01000000,87.21250000
2017-08-19 22:00:00,285.50000000,283.00000000,288.64000000,283.00000000,13.81812000
2017-08-19 21:00:00,290.16000000,286.36000000,290.16000000,286.36000000,20.94515000
2017-08-19 20:00:00,281.39000000,290.85000000,290.85000000,279.56000000,166.32417000
2017-08-19 19:00:00,285.97000000,282.58000000,287.15000000,278.00000000,314.27781000
2017-08-19 18:00:00,291.36000000,287.14000000,292.24000000,283.58000000,447.45268000
2017-08-19 17:00:00,287.66000000,290.30000000,293.17000000,287.66000000,228.92457000
2017-08-19 16:00:00,290.16000000,288.40000000,290.16000000,287.00000000,148.37539000
2017-08-19 15:00:00,289.02000000,290.16000000,292.17000000,287.01000000,112.26406000
2017-08-19 14:00:00,293.69000000,289.02000000,295.56000000,289.02000000,45.02220000
2017-08-19 13:00:00,297.17000000,293.23000000,299.90000000,291.87000000,35.01324000
2017-08-19 12:00:00,294.69000000,291.87000000,297.19000000,291.87000000,42.99260000
2017-08-19 11:00:00,298.64000000,293.22000000,298.64000000,292.83000000,66.73802000
2017-08-19 10:00:00,297.19000000,299.84000000,299.84000000,296.56000000,87.48968000
2017-08-19 09:00:00,297.15000000,297.19000000,298.20000000,294.24000000,41.96377000
2017-08-19 08:00:00,293.31000000,295.44000000,297.15000000,293.31000000,86.00150000
2017-08-19 07:00:00,293.74000000,293.96000000,294.18000000,289.97000000,93.91956000
2017-08-19 06:00:00,288.01000000,293.74000000,294.19000000,284.02000000,477.84453000
2017-08-19 05:00:00,291.87000000,286.30000000,291.87000000,283.94000000,602.03512000
